title,authors,categories,average_rating
Manic-Depressive Illness,Frederick K. Goodwin;Kay Redfield Jamison,Medical,"4,39"
El Libertador,Simón Bolívar,Literary Collections,"3,85"
Medea,Eurípides;Michael Collier;Georgia Machemer,Drama,"3,85"
Philosophy of Mind,David John Chalmers,Philosophy,"4,07"
Norse Mythology,John Lindow,Fiction,"4,1"
Battle Cry of Freedom,James M. McPherson,History,"4,34"
Introduction to Philosophy,John Perry;Michael Bratman;John Martin Fischer,Philosophy,"3,76"
Strategies of Containment,John Lewis Gaddis,History,"4,01"
The Faiths of the Founding Fathers,David L. Holmes,Biography & Autobiography,"3,86"
Acts of God,Ted Steinberg,History,"3,74"
The Oxford Handbook of Philosophy of Mathematics and Logic,Stewart Shapiro,Mathematics,"4,25"
Aristophanes' Peace,Aristophanes;S. Douglas Olson,Drama,"3,58"
Lysistrata,Aristophanes;Jeffrey Henderson,Literary Criticism,"3,85"
A Midsummer Night's Dream,William Shakespeare,Juvenile Nonfiction,"3,94"
Julius Caesar,William Shakespeare,Juvenile Nonfiction,"3,67"
King Lear,William Shakespeare,Juvenile Nonfiction,"3,9"
Macbeth,William Shakespeare,Juvenile Nonfiction,"3,89"
Much Ado about Nothing,William Shakespeare,Juvenile Nonfiction,"4,06"
The Oxford Dictionary of Quotations,Oxford University Press;TME.,Reference,"4,17"
The Canterbury Tales,Helen Cooper,Literary Criticism,"4,01"
"Medieval Philosophy : A New History of Western Philosophy, Volume 2",Anthony Kenny,Philosophy,"3,85"
Contemporary Political Philosophy,Will Kymlicka,Philosophy,"3,98"
Clouds,Aristophanes,Drama,"3,76"
The Major Works,Alexander Pope,Poetry,"3,88"
"Power, Sex, Suicide",Nick Lane,Science,"4,24"
The Oxford Companion to Philosophy,Ted Honderich,Philosophy,"4,14"
The Church in Ancient Society,Henry Chadwick,Religion,"4,21"
William Shakespeare: The Complete Works,William Shakespeare,Drama,"4,62"
East and West: The Making of a Rift in the Church,Henry Chadwick,Religion,"3,88"
An Introduction to Political Philosophy,Jonathan Wolff,Philosophy,"4,11"
"Thermodynamics, Kinetic Theory, and Statistical Thermodynamics",Francis Weston Sears;Gerhard Ludwig Salinger,Kinetic theory of gases,"4,32"
Six Easy Pieces,Richard P. Feynman,Science,"4,2"
Robin Williams Web Design Workshop,John Tollett;Robin Williams;David Rohr,Computers,"3,78"
The Actor in You,Robert L. Benedetti,Performing Arts,"3,7"
It's Not about the Bike,Lance Armstrong;Sally Jenkins,Cancer,"3,72"
Non-Fiction,Chuck Palahniuk,Curiosities and wonders,"3,57"
Every Second Counts,Lance Armstrong;Sally Jenkins,Cancer,"3,52"
Quimby the Mouse,Chris Ware,Graphic novels,"4,09"
The Crescent Obscured,Robert Allison,History,"3,6"
The Bridge on the Drina,Ivo Andríc,Fiction,"4,33"
Love and Saint Augustine,Hannah Arendt;Joanna Vecchiarelli Scott;Judith Chelius Stark,Family & Relationships,"3,92"
Plato's Symposium,Plato;Seth Benardete,Philosophy,"4,03"
Philosophy in a Time of Terror,Jürgen Habermas;Giovanna Borradori;Jacques Derrida,History,"3,89"
"A Preface to Democratic Theory, Expanded Edition",Robert A. Dahl,Political Science,"3,62"
Lost Prophet,John D'Emilio,Biography & Autobiography,"4,19"
The Work of Mourning,Jacques Derrida,Literary Criticism,"4,22"
"History of Religious Ideas, Volume 3",Mircea Eliade,Religion,"4,43"
Bengal Nights,Mircea Eliade,Fiction,"3,93"
The Complete Tales of Nikolai Gogol,Nikolai Gogol;Николай Васильевич Гоголь,Fiction,"4,32"
"Love, Sex & Tragedy",Simon Goldhill,History,"3,76"
Greek tragedies,Sophocles;Aeschylus;Euripides,Drama,"4,14"
The Complete Greek Tragedies: Euripides,Aeschylus;Sophocles;Euripides,Drama,"4,48"
Greek Tragedies,David Grene;Richmond Lattimore,Literary Criticism,"4,28"
Oresteia,Esquilo;Aeschylus,Erinyes (Greek mythology),"4,01"
Euripides I,Euripides,Greek drama (Tragedy),"4,03"
Aeschylus: The suppliant maidens,Aeschylus;David Grene,Drama,"4,1"
"Billy Budd, Sailor",Herman Melville,Fiction,"3,11"
Gilgamesh Epic and Old Testament Parallels,Alexander Heidel,Religion,"3,97"
Works of Hesiod and the Homeric Hymns,Hesiod,Poetry,"3,72"
"The Progressive Historians--Turner, Beard, Parrington",Richard Hofstadter,History,"3,86"
The Collaborator,Alice Kaplan,History,"3,84"
Heat Wave,Eric Klinenberg,History,"3,84"
Moral Politics,George Lakoff,Language Arts & Disciplines,"4,03"
A River Runs Through It,Norman Maclean,Biography & Autobiography,"4,17"
Young Men and Fire,Norman Maclean,Biography & Autobiography,"4,07"
"Antitrust Law, Second Edition",Richard A. Posner,Law,4
A Dance to the Music of Time,Anthony Powell,Fiction,"3,95"
The Family Idiot,Jean-Paul Sartre,Biography & Autobiography,"3,8"
History of Political Philosophy,Leo Strauss;Joseph Cropsey,Philosophy,"4,18"
From Counterculture to Cyberculture,Fred Turner,Social Science,"3,96"
Genetics and the Origin of Species,Theodosius Dobzhansky,Science,"4,15"
The Pillow Book of Sei Sh?nagon,Sei Shōnagon,Literary Collections,"4,02"
Three Plays by Kobo Abe,Kōbō Abe,Fiction,"3,91"
"The Columbia Reader on Lesbians and Gay Men in Media, Society, and Politics",Larry P. Gross;James D. Woods,Social Science,"3,93"
Poems Between Women,Emma Donoghue,Poetry,"3,86"
Antigone's Claim,Judith Butler,Philosophy,"3,76"
The Vital Illusion,Jean Baudrillard;Julia Witwer,Literary Criticism,"3,84"
An Arab-Syrian Gentleman and Warrior in the Period of the Crusades,Usāmah ibn Munqidh;Philip Khuri Hitti,History,"3,92"
William Faulkner,Nicolas Tredell,Literary Criticism,"3,96"
"Nathaniel Hawthorne, The Scarlet Letter",Nathaniel Hawthorne,Literary Criticism,"3,39"
The Poetry of Sylvia Plath,Claire Brennan,Literary Criticism,"4,23"
The Intellectuals and the Flag,Todd Gitlin;Professor of Culture Journalism and Sociology Todd Gitlin,Political Science,"3,59"
More Than You Know,Michael J. Mauboussin,Business & Economics,"4,08"
Nietzsche and Philosophy,Gilles Deleuze,Philosophy,"4,16"
Remembering JFK,Jacques Lowe;Hugh Sidey,Presidents,"4,34"
Oliver Twist,Pauline Francis;Charles Dickens,Juvenile Nonfiction,"3,66"
"20,000 Leagues Under the Sea",Jules Verne;Pauline Francis,Children's stories,"3,76"
Avid Editing,Sam Kauffmann,Performing Arts,"3,83"
Directing the Documentary,Michael Rabiger,Performing Arts,"4,23"
The Very Hungry Caterpillar,Eric Carle,Babytime resource,"4,29"
The Best of McSweeney's,Dave Eggers,"Short stories, American","3,81"
Stuart Little,Elwyn Brooks White,"Little, Stuart (Fictitious character)","3,89"
The Dark Descent,David G. Hartwell,"Horror tales, English","4,11"
Zora Neale Hurston,Robert E. Hemenway,Biography & Autobiography,"4,11"
Chicago Stories,James Thomas Farrell;Professor James T Farrell,Fiction,"3,89"
Dante's Vita Nuova,Alighieri Dante;Dante Alighieri,Literary Criticism,"3,87"
A Theory of Semiotics,Umberto Eco,Literary Criticism,"4,01"
The Role of the Reader,Umberto Eco,Literary Criticism,"3,94"
The Basic Problems of Phenomenology,Martin Heidegger,Philosophy,"4,28"
Hegel's Phenomenology of Spirit,Martin Heidegger,Philosophy,"4,19"
Dante's Inferno,Dante (Alighieri);Dante Alighieri,Poetry,4
Introduction to Documentary,Bill Nichols,Performing Arts,"3,77"
The Treason of Isengard,John Ronald Reuel Tolkien;Christopher Tolkien,English fiction,"4,16"
The Lays of Beleriand,John Ronald Reuel Tolkien;Christopher Tolkien,Poetry,"3,96"
The Lord of the Rings,J. R. R. Tolkien,Fiction,"4,49"
The Silmarillion,John Ronald Reuel Tolkien,Fantasy,"3,91"
The Monsters and the Critics,John Ronald Reuel Tolkien,Beowulf,"3,93"
"The Hobbit, Or, There and Back Again",John Ronald Reuel Tolkien;Alan Lee,"Baggins, Bilbo (Fictitious character)","4,26"
The Silmarillion,John Ronald Reuel Tolkien,"Fantasy fiction, English","3,91"
The Parallax View,Slavoj Žižek,Philosophy,"4,01"
Structure and Interpretation of Computer Programs,Harold Abelson;Gerald Jay Sussman;Julie Sussman,Computers,"4,45"
The Man Who Tasted Shapes,Richard E. Cytowic,Medical,"3,88"
Elbow Room,Daniel Clement Dennett,Philosophy,"3,92"
Theory of Colours,Johann Wolfgang von Goethe;Donald Eastlake,Art,"4,07"
An Odyssey in Learning and Perception,Eleanor J. Gibson,Psychology,"4,5"
Pop Internationalism,Paul R. Krugman,Business & Economics,"3,67"
"Development, Geography, and Economic Theory",Paul R. Krugman,Business & Economics,"3,99"
Inattentional Blindness,Arien Mack;Irvin Rock,Psychology,"4,2"
The Language of New Media,Lev Manovich;Roger F. Malina;Sean Cubitt,Art,"3,85"
"Turtles, Termites, and Traffic Jams",Mitchel Resnick,Computers,"3,85"
Looking Awry,Slavoj Žižek,Performing Arts,"4,05"
The Puppet and the Dwarf,Slavoj Žižek;Žižek;Stockholm Inst Of Transition Staff;Mladen Dolar;Alenka Zupancic,Philosophy,"3,83"
Treatise on Happiness,Saint Thomas (Aquinas);Thomas Aquinas,Philosophy,"3,84"
Marketing and the Bottom Line,Tim Ambler,Business & Economics,"3,82"
"Traders, Guns & Money",Satyajit Das,Business & Economics,"3,83"
The Heights of Courage,Avigdor Kahalani,History,"4,18"
C. S. Lewis,Bruce L. Edwards,Literary Criticism,"4,43"
The Lost World of Agharti,Alec Maclellan,"Body, Mind & Spirit","3,79"
Zero,Charles Seife,Zero (The number),"3,96"
Zen Buddhism & Psychoanalysis,Daisetz Teitaro Suzuki;Erich Fromm;Richard De Martino,Psychoanalysis and religion,"3,94"
The Wanderer,Knut Hamsun;Gunnvor Stallybrass,English fiction,"3,96"
Memoirs,Pablo Neruda,"Poets, Chilean","4,21"
Paso Del Norte,Juan Rulfo,Fiction,"4,19"
100 Love Sonnets,Pablo Neruda,Poetry,"4,4"
Long Day's Journey,Carlos A. Schwantes,History,4
Philip Vera Cruz,Craig Scharlin;Lilia V Villanueva,Biography & Autobiography,"3,87"
Mark Twain's Own Autobiography,Mark Twain,"Authors, American","3,83"
Letters to J. D. Salinger,Chris Kubica;Will Hochman,Biography & Autobiography,"3,54"
The Poems of Alexander Pope,Alexander Pope,Poetry,"3,95"
Psychoanalysis and Religion,Erich Fromm,Psychology,"4,04"
"Euthyphro, Apology, Crito, Meno, Gorgias, Menexenus",Plato,Philosophy,"4,14"
The Shaping of America: A Geographical Perspective on 500 Years of History,D. W. Meinig,History,"4,15"
Seeing Like a State,James C. Scott,Political Science,"4,19"
Leonardo on Painting,Leonardo,Art,"4,13"
Dreaming in Pictures,Douglas Robert Nickel;Lewis Carroll;San Francisco Museum of Modern Art,Photography,"4,01"
Art and Beauty in the Middle Ages,Umberto Eco,Art,"3,98"
Long Day's Journey Into Night,Eugene O'Neill,Drama,"4,07"
Marcel Proust,William C. Carter,Biography & Autobiography,"4,32"
How Democratic is the American Constitution?,Robert A. Dahl,History,"3,64"
The Voices of Morebath,Eamon Duffy,History,"3,7"
Hamlet,William Shakespeare;Burton Raffel;Harold Bloom,Drama,"4,01"
Cosmos,Witold Gombrowicz;Danuta Borchardt,Fiction,"4,03"
Cuba,Richard Gott,History,"4,06"
Eva Hesse Drawing,"Menil collection (Houston, Tex.).;Eva Hesse;Drawing center (New York).;Drawing Center (New York, N.Y.);Walker Art Center (Minneapolis, Minn.).;Museum of Contemporary Art (Los Angeles, Calif.)",Art,"4,54"
The Annotated Waste Land with Eliot's Contemporary Prose,Thomas Stearns Eliot;Lawrence S. Rainey,Literary Criticism,"4,11"
Hannibal,Leonard Cottrell,History,"3,89"
The Collapse of the Third Republic,William Lawrence Shirer,History,"4,2"
The Complete Short Stories Of Robert Louis Stevenson,Charles Neider;Robert Louis Stevenson,Literary Collections,"4,19"
Hemingway,Jeffrey Meyers,Literary Collections,"4,03"
Unsung Heroes of Rock 'n' Roll,Nick Tosches,Biography & Autobiography,"4,1"
The Dark Side Of Genius,Donald Spoto,Performing Arts,"3,83"
Sammlung,Mark Twain,Literary Collections,"4,32"
Johnny Cash,Michael Streissguth,Biography & Autobiography,"3,79"
23 Days in July,John Wilcockson,Sports & Recreation,"3,67"
75 Years of Little Golden Books: 1942-2017,Margaret Wise Brown;Ruth Krauss;Richard Scarry;Dennis R. Shealy;Kathryn Jackson;Byron Jackson;Janette Sebring Lowrey;Gertrude Crampton;Jane Werner Watson,Animals,"4,23"
The Deeper Meaning of Liff,Douglas Adams;John Lloyd,Humor,"3,93"
The Last Boleyn,Karen Harper,Fiction,"4,05"
Giada's Family Dinners,Giada De Laurentiis,Cooking,"3,96"
The Spy Who Barked,George Edward Stanley,Juvenile Fiction,"3,47"
Terrorist,John Updike,Fiction,"3,17"
Beloved,Toni Morrison,Fiction,"3,81"
The Name of the Rose,Umberto Eco,Fiction,"4,12"
The Road,Cormac McCarthy,Fiction,"3,96"
The Best of Wodehouse,Pelham Grenville Wodehouse,Fiction,"4,4"
Buried Child,Sam Shepard,Drama,"3,91"
The Devil Wears Prada,Lauren Weisberger,Fiction,"3,73"
Death Match,Lincoln Child,Fiction,"3,78"
The Lighthouse,P. D. James,Fiction,"3,81"
If Beale Street Could Talk,James Baldwin,Fiction,"4,24"
A Million Little Pieces,James Frey,Biography & Autobiography,"3,63"
Robert Langdon Novels,Dan Brown,Art museum curators,"3,82"
The Sunset Limited,Cormac McCarthy,Drama,"3,96"
A Walk in the Woods,Bill Bryson,Sports & Recreation,"4,06"
The Civil War,Shelby Foote,United States,"4,53"
The Alchemist's Daughter,Katharine McMahon,Fiction,"3,24"
Cesar's Way,Cesar Millan;Melissa Jo Peltier,Pets,"3,74"
"Small Bites, Big Nights",Govind Armstrong;Ann Wycoff;Alison Clare Steingold,Cooking,"3,6"
Why Do Men Fall Asleep After Sex?,Mark Leyner;Billy Goldberg,Health & Fitness,"3,56"
Everyday Pasta,Giada De Laurentiis,Cooking,"4,09"
Dreams from My Father,Barack Obama,Biography & Autobiography,"3,86"
Gifted Hands,Ben Carson;Cecil B. Murphey,Biography & Autobiography,"4,21"
Trial by Fire,Terri Blackstock,Fiction,"4,35"
"""A"" is for Abductive",Leonard I. Sweet;Brian D. McLaren;Jerry Haselmayer,Religion,"3,17"
Breach of Promise,James Scott Bell,Fiction,4
Deadlock,James Scott Bell,Fiction,"3,95"
Ever After,Karen Kingsbury,Fiction,"4,32"
Fanning the Flame,Christopher J. H. Wright,Religion,5
The Church on the Other Side,Brian D. McLaren,Religion,"3,58"
The Church in Emerging Culture,Andy Crouch,Religion,"3,35"
Becoming a Contagious Christian,Mark Mittelberg;Lee Strobel;Bill Hybels,Religion,"3,75"
Journey into God's Word,J. Scott Duvall;J. Daniel Hays,Religion,"4,16"
Zondervan Handbook to the Bible,David Alexander;Pat Alexander,Religion,"4,14"
Velvet Elvis,Rob Bell,Religion,"3,78"
Purpose Driven Life MM Camouflage Edition,"Rick Warren, D.Min.;Zondervan Publishing",Christian life,"3,92"
A Search for What Makes Sense,Brian D. McLaren,Religion,"3,59"
The Complete Green Letters,Miles J. Stanford,Religion,"4,2"
Zondervan NIV Study Bible,Kenneth L. Barker;Donald W. Burdick,Bibles,"4,7"
How to Write a Damn Good Novel,James N. Frey,Language Arts & Disciplines,"3,85"
The Sun in the Morning,Mary Margaret Kaye,Biography & Autobiography,"4,21"
The Awakening,Kate Chopin,Adultery,"3,64"
James Herriot's Treasury for Children,James Herriot,Juvenile Nonfiction,"4,44"
Modern Classics of Science Fiction,Gardner Dozois,Fiction,"4,15"
The Great Ape Project,Paola Cavalieri;Peter Singer,Nature,"4,06"
White Man's Grave,Richard Dooling,Fiction,"3,93"
Isak Dinesen,Judith Thurman,Biography & Autobiography,"4,07"
Four Weddings and a Funeral,Richard Curtis,Performing Arts,"3,76"
With William Burroughs,William S. Burroughs;Victor Bockris,Biography & Autobiography,"4,05"
The Everyday I Ching,Sarah Dening,"Body, Mind & Spirit","4,19"
The Far Pavilions,M. M. Kaye,Fiction,"4,21"
From Bondage,Henry Roth,Fiction,"4,1"
Mary Queen of Scotland & The Isles,Margaret George,Fiction,"4,05"
The Communist Manifesto: Marx,John Toews,Political Science,"3,54"
Through the Dark Labyrinth,Gordon Bowker,Biography & Autobiography,"3,83"
I Capture the Castle,Dodie Smith,Fiction,4
Marilyn Manson,Kurt Reighley,Biography & Autobiography,"3,39"
Radio On,Sarah Vowell,Literary Collections,"3,42"
Human Croquet,Kate Atkinson,Fiction,"3,71"
The Autobiography of Henry VIII,Margaret George,Fiction,"4,25"
Bachelor Brothers' Bed & Breakfast Pillow Book,Bill Richardson,Fiction,"3,77"
One Thousand White Women,Jim Fergus,Fiction,"3,88"
Requiem for Harlem,Henry Roth,Fiction,"4,16"
High Five,Janet Evanovich,Fiction,"4,18"
"James Tiptree, Jr.",Julie Phillips,Biography & Autobiography,"4,24"
Birds of America,Lorrie Moore,Fiction,"4,11"
And The Band Played on,Randy Shilts,Health & Fitness,"4,39"
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,History,"4,25"
Death in the Andamans,M. M. Kaye,Fiction,"3,93"
Death in Berlin,M. M. Kaye,Fiction,"3,89"
Death in Kashmir,M. M. Kaye,Fiction,"3,95"
Four Mothers,Shifra Horn;Dalya Bilu,Fiction,"3,69"
Timbuktu,Paul Auster,Fiction,"3,68"
The Italian Girl,Patricia Hall,Fiction,"3,4"
The Naked and the Dead,Norman Mailer,Fiction,"3,94"
Enchanted Evening,M. M. Kaye,Biography & Autobiography,"4,38"
The Illustrated Story Of O,Pauline Reage,Photography,4
Catfish and Mandala,Andrew X. Pham,Biography & Autobiography,"3,96"
The Satanic Verses,Salman Rushdie,Fiction,"3,71"
Absent in the Spring and Other Novels,Mary Westmacott;Agatha Christie,Fiction,"4,19"
Round Ireland with a Fridge,Tony Hawks,Travel,"3,79"
An Unfortunate Woman,Richard Brautigan,Fiction,"3,78"
The Glass Bead Game,Hermann Hesse,Fiction,"4,11"
Emotionally Weird,Kate Atkinson,Fiction,"3,45"
A Writer's Workbook,Caroline Sharp;Elizabeth Gilbert,Language Arts & Disciplines,"3,71"
Waiting for My Cats to Die,Stacy Horn,Biography & Autobiography,"3,67"
Serious Girls,Maxine Swann,Fiction,"3,19"
Lords of the White Castle,Elizabeth Chadwick,Fiction,"4,21"
The Christmas Shoes,Donna VanLiere,Fiction,"4,23"
Education As My Agenda,Gertrude S. Williams;Jo Ann Robinson,Biography & Autobiography,"4,25"
Banvard's Folly,Paul Collins,History,"3,97"
The Last Jew,Noah Gordon,Fiction,"4,08"
How to Write a Damn Good Mystery,James N. Frey,Language Arts & Disciplines,"3,97"
Jenny and the Jaws of Life,Jincy Willett,Fiction,"3,74"
Plum Lovin',Janet Evanovich,Fiction,"3,72"
McCarthy's Bar,Pete McCarthy,Travel,"3,79"
The Pythons,Graham Chapman;John Cleese;Terry Gilliam;Michael Palin;Eric Idle;Terry Jones,Biography & Autobiography,"4,08"
The Little Princesses,Marion Crawford,Biography & Autobiography,4
The New York Times Guide to Essential Knowledge,The New York Times,Reference,"4,09"
Little Children,Tom Perrotta,Fiction,"3,62"
The Gatekeeper,Terry Eagleton,Biography & Autobiography,"3,8"
Dominion,Matthew Scully,Nature,"4,16"
SPQR VI: Nobody Loves a Centurion,John Maddox Roberts,Fiction,"4,13"
Something Borrowed,Emily Giffin,Fiction,"3,84"
P.S. Your Cat Is Dead,James Kirkwood,Fiction,"3,75"
Something Blue,Emily Giffin,Fiction,"3,93"
All Things Bright and Beautiful,James Herriot,Biography & Autobiography,"4,31"
Inside the Mind of Gideon Rayburn,Sarah Miller,Juvenile Fiction,"3,39"
Spider Mountain,P. T. Deutermann,Fiction,"3,91"
Where the Mountain Casts Its Shadow,Maria Coffey,Biography & Autobiography,"3,89"
Sideways,Rex Pickett,Fiction,"3,69"
Baby Proof,Emily Giffin,Fiction,"3,71"
Lean Mean Thirteen,Janet Evanovich,Fiction,"4,09"
The Last Wife of Henry VIII,Carolly Erickson,Fiction,"3,88"
The Forsaken,L. A. Banks,Fiction,"4,35"
A Woman of Substance,Barbara Taylor Bradford,Fiction,"4,17"
The Red Tent,Anita Diamant,Fiction,"4,17"
Dirty Little Secrets,Joy King,Fiction,"4,16"
Think Like a Guy,Giuliana Depandi,Family & Relationships,"3,15"
The Ravenscar Dynasty,Barbara Taylor Bradford,Fiction,"3,61"
The Devil in the Junior League,Linda Francis Lee,Fiction,"3,62"
The Silver Pigs,Lindsey Davis,Fiction,"3,94"
The Mystery Method,Mystery;Chris Odom,Family & Relationships,"3,71"
Marked,P. C. Cast;Kristin Cast,Juvenile Fiction,"3,8"
Let's Go Australia 9th Edition,Let's Go Inc,Travel,"3,92"
"The Paris Review Interviews, I",The Paris Review,Biography & Autobiography,"4,38"
More Plums in One,Janet Evanovich,Fiction,"4,44"
James Herriot's Dog Stories,James Herriot,Pets,"4,4"
Beatrix Potter,Linda Lear,Biography & Autobiography,"4,03"
The Twenty-Seventh City,Jonathan Franzen,Fiction,"3,12"
"Haussmann, Or the Distinction",Paul LaFarge,Fiction,"3,64"
The Journey to the East,Hermann Hesse,Fiction,"3,7"
This Side of Brightness,Colum McCann,Fiction,"3,85"
What Was She Thinking?,Zoë Heller,Fiction,"3,71"
Middlesex,Jeffrey Eugenides,Fiction,"3,99"
The Interpreter,Suki Kim,Fiction,"3,55"
Hand to Mouth,Paul Auster,Biography & Autobiography,"3,62"
A Feather on the Breath of God,Sigrid Nunez,Fiction,"3,87"
Galatea 2.2,Richard Powers,Fiction,"3,72"
Mason & Dixon,Thomas Pynchon,Fiction,"4,06"
The River at the Center of the World,Simon Winchester,Travel,"3,92"
Primo Levi,Ian Thomson,Biography & Autobiography,"4,14"
Dry,Augusten Burroughs,Biography & Autobiography,"4,02"
A Home at the End of the World,Michael Cunningham,Fiction,"3,9"
