Book,Author,Genres,Avg_Rating
"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History",Bret Witter,"History, Nonfiction, Art, World War II, War, Historical, Audiobook","3,79"
The Silent Patient,Alex Michaelides,"Thriller, Mystery, Fiction, Mystery Thriller, Audiobook, Suspense, Crime","4,18"
An Astronauts Guide to Life on Earth,Chris Hadfield,"Nonfiction, Science, Biography, Space, Memoir, Autobiography, Biography Memoir","4,16"
The Onion Field,Joseph Wambaugh,"True Crime, Nonfiction, Crime, Mystery, History, Thriller, Classics","4,11"
Journey to the End of the Night,Louis-Ferdinand Céline,"Fiction, Classics, France, Literature, French Literature, Novels, Philosophy","4,2"
Under the Tuscan Sun: At Home in Italy,Frances Mayes,"Travel, Nonfiction, Memoir, Italy, Biography, Romance, Chick Lit","3,77"
The Woman Warrior,Maxine Hong Kingston,"Memoir, Nonfiction, Feminism, Classics, China, Biography, School","3,73"
When You Reach Me,Rebecca Stead,"Young Adult, Middle Grade, Fiction, Science Fiction, Mystery, Time Travel, Fantasy","4,08"
Big Little Lies,Liane Moriarty,"Fiction, Mystery, Contemporary, Chick Lit, Thriller, Audiobook, Mystery Thriller","4,3"
4?3?2?1,Paul Auster,"Fiction, Historical Fiction, Contemporary, Literary Fiction, Novels, American, Literature","3,95"
"The End of Faith: Religion, Terror, and the Future of Reason",Sam Harris,"Religion, Nonfiction, Philosophy, Atheism, Politics, Science, History","3,89"
The Robber Bride,Margaret Atwood,"Fiction, Canada, Contemporary, Literary Fiction, Feminism, Literature, Novels","3,83"
Hunger Makes Me a Modern Girl,Carrie Brownstein,"Nonfiction, Memoir, Music, Feminism, Biography, Audiobook, Autobiography","3,83"
Resilience: Adapt and Plan for the New Abnormal of the Covid-19 Coronavirus Pandemic,Gleb Tsipursky,"Nonfiction, Psychology, Self Help, Science, Business, Management, Medicine","4,52"
Pedro Páramo,Juan Rulfo,"Fiction, Classics, Magical Realism, Spanish Literature, Latin American, Novels, Literature","4,06"
Ben-Hur: A Tale of the Christ,Lew Wallace,"Classics, Historical Fiction, Fiction, Christian, Historical, Christian Fiction, Religion","4,03"
"And the Band Played On: Politics, People, and the AIDS Epidemic",Randy Shilts,"Nonfiction, History, LGBT, Politics, Science, Medicine, Queer","4,37"
We Were Liars,E. Lockhart,"Young Adult, Mystery, Contemporary, Fiction, Romance, Thriller, Mystery Thriller","3,7"
Rage of Angels,Sidney Sheldon,"Fiction, Thriller, Mystery, Romance, Suspense, Crime, Mystery Thriller","3,96"
Turtles All the Way Down,John Green,"Young Adult, Fiction, Contemporary, Mental Health, Romance, Audiobook, Realistic Fiction","3,9"
A Connecticut Yankee in King Arthurs Court,Mark Twain,"Classics, Fiction, Fantasy, Historical Fiction, Humor, Time Travel, Literature","3,77"
Narcopolis,Jeet Thayil,"Fiction, India, Indian Literature, Historical Fiction, Asia, Novels, Literary Fiction","3,43"
Man and His Symbols,C.G. Jung,"Psychology, Nonfiction, Philosophy, Science, Mythology, Psychoanalysis, Classics","4,18"
The Feminine Mystique,Betty Friedan,"Feminism, Nonfiction, Classics, History, Womens, Philosophy, Sociology","3,86"
On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,"Nonfiction, History, Politics, Philosophy, Essays, Audiobook, Political Science","4,19"
The Deepest Well: Healing the Long-Term Effects of Childhood Adversity,Nadine Burke Harris,"Nonfiction, Psychology, Mental Health, Self Help, Health, Parenting, Education","4,48"
Moon Palace,Paul Auster,"Fiction, American, Novels, Contemporary, Literature, The United States Of America, Classics","3,98"
Plato: Complete Works,Plato,"Philosophy, Classics, Nonfiction, History, Politics, Ancient, Greece","4,37"
The Crimson Petal and the White,Michel Faber,"Historical Fiction, Fiction, Historical, Victorian, Romance, British Literature, Adult","3,88"
What Happened,Hillary Rodham Clinton,"Nonfiction, Politics, Memoir, Biography, Audiobook, History, Feminism","3,92"
A Son of the Circus,John Irving,"Fiction, India, Literary Fiction, Novels, Contemporary, Literature, American","3,65"
Hunger: A Memoir of (My) Body,Roxane Gay,"Nonfiction, Memoir, Feminism, Audiobook, Biography, Biography Memoir, Mental Health","4,18"
The Power and the Glory,Graham Greene,"Fiction, Classics, Historical Fiction, Literature, Religion, Novels, Literary Fiction","3,98"
The Sisters Brothers,Patrick deWitt,"Fiction, Westerns, Historical Fiction, Historical, Canada, Humor, Adventure","3,85"
"Past, Present, and Promises",Patricia H. Graham,Fiction,"4,02"
"Father Forgive Us, for We Know Not What We Do",Helmut Glavar,"Philosophy, Psychology, Nonfiction, Art, Anthropology, Classics","4,13"
But What If Were Wrong? Thinking About the Present As If It Were the Past,Chuck Klosterman,"Nonfiction, Philosophy, Essays, History, Science, Psychology, Audiobook","3,66"
Space Trilogy: Out of the Silent Planet / Perelandra / That Hideous Strength,C.S. Lewis,"Fiction, Science Fiction, Fantasy, Classics, Christian, Christian Fiction, Science Fiction Fantasy","4,16"
Women Who Run With the Wolves,Clarissa Pinkola Estés,"Nonfiction, Feminism, Psychology, Spirituality, Mythology, Self Help, Womens","4,13"
The Book of Disquiet,Fernando Pessoa,"Fiction, Poetry, Classics, Philosophy, Literature, Portugal, Portuguese Literature","4,42"
In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,"History, Nonfiction, Adventure, Survival, Historical, American History, Audiobook","4,14"
The Naked and the Dead,Norman Mailer,"Fiction, Classics, War, Historical Fiction, Literature, Novels, World War II","3,94"
The Man Without Qualities,Robert Musil,"Fiction, Classics, Philosophy, Literature, German Literature, Novels, Historical Fiction","4,19"
These Three Words,Jess van der Hoech,"Nonfiction, Self Help, Inspirational, Philosophy, Education, Psychology, Productivity","4,37"
How to Be a Woman,Caitlin Moran,"Nonfiction, Feminism, Memoir, Humor, Biography, Audiobook, Womens","3,72"
Cloudstreet,Tim Winton,"Fiction, Australia, Historical Fiction, Classics, Literature, Literary Fiction, Novels","4,01"
The Street Lawyer,John Grisham,"Fiction, Thriller, Mystery, Legal Thriller, Crime, Suspense, Mystery Thriller","3,87"
"Searching for Ganesha: Collecting Images of the Sweet-Loving, Elephant-Headed Hindu Deity Everybody Admires",Paul Spencer Sochaczewski,"Education, Nonfiction, Inspirational, How To","4,34"
Bad Feminist,Roxane Gay,"Nonfiction, Feminism, Essays, Memoir, Audiobook, Womens, Race","3,94"
Earth Abides,George R. Stewart,"Science Fiction, Fiction, Post Apocalyptic, Apocalyptic, Dystopia, Classics, Science Fiction Fantasy","3,95"
Sphere,Michael Crichton,"Science Fiction, Fiction, Thriller, Horror, Mystery, Suspense, Science Fiction Fantasy","3,82"
Lets Explore Diabetes with Owls,David Sedaris,"Humor, Nonfiction, Essays, Memoir, Audiobook, Short Stories, Comedy","3,84"
Why We Never Repeat Jokes?,Ramzy Sweis,"Humor, Young Adult, Contemporary, Novels, New Adult, Cultural, Adult","4,23"
Stage Fright,Diane L. Kowalyshyn,"Fiction, Epic, Drama","4,42"
Raintree County,Ross Lockridge Jr.,"Fiction, Historical Fiction, Classics, Novels, Civil War, Romance, War","3,95"
The Sea of Tranquility,Katja Millay,"Romance, Young Adult, Contemporary, New Adult, Fiction, Contemporary Romance, Abuse","4,29"
"18 Minutes: Find Your Focus, Master Distraction, and Get the Right Things Done",Peter Bregman,"Self Help, Business, Nonfiction, Productivity, Personal Development, Psychology, Leadership","3,8"
Intensity,Dean Koontz,"Horror, Thriller, Fiction, Suspense, Mystery, Mystery Thriller, Crime","4,04"
"Isaacs Storm: A Man, a Time, and the Deadliest Hurricane in History",Erik Larson,"History, Nonfiction, Science, Biography, American History, Historical, Audiobook","4,04"
Jesus’ Son,Denis Johnson,"Short Stories, Fiction, Contemporary, Literature, Literary Fiction, American, Classics","4,13"
All the Single Ladies: Unmarried Women and the Rise of an Independent Nation,Rebecca Traister,"Nonfiction, Feminism, History, Politics, Audiobook, Sociology, Womens",4
Shakespeare: The World as Stage,Bill Bryson,"Nonfiction, Biography, History, Audiobook, Historical, Biography Memoir, Humor","3,81"
The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,Timothy Egan,"History, Nonfiction, American History, Historical, Audiobook, Environment, Nature","4,04"
Leap of Faith (The Rufino Factor Book One),Joshua Rem,"Fantasy, Young Adult, Mystery, Fiction, Adventure, Novels, Love Story","4,18"
The Birth of Venus,Sarah Dunant,"Historical Fiction, Fiction, Historical, Italy, Art, Romance, Adult Fiction","3,81"
Lysistrata,Aristophanes,"Plays, Classics, Drama, Fiction, Theatre, Humor, Feminism","3,85"
Out of Africa,Karen Blixen,"Nonfiction, Africa, Classics, Memoir, Biography, Travel, History","3,92"
Hey Nostradamus!,Douglas Coupland,"Fiction, Canada, Contemporary, Novels, Literary Fiction, Young Adult, Literature","3,73"
Assassination Vacation,Sarah Vowell,"Nonfiction, History, Humor, Travel, Essays, Audiobook, Memoir","3,93"
Richard III,William Shakespeare,"Classics, Plays, Drama, Fiction, Historical Fiction, Theatre, School","3,91"
A Gracious Enemy & After the War Volume One,Michael G. Kramer,"Epic, Drama, Novels, Contemporary, Fiction","4,3"
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,"Nonfiction, Food, Memoir, Biography, Cooking, Audiobook, Autobiography","4,13"
In Order to Live: A North Korean Girls Journey to Freedom,Yeonmi Park,"Nonfiction, Memoir, Biography, Autobiography, Audiobook, History, Asia","4,49"
Sex at Dawn: The Prehistoric Origins of Modern Sexuality,Christopher  Ryan,"Nonfiction, Science, History, Sexuality, Psychology, Anthropology, Relationships","3,98"
The River of Doubt: Theodore Roosevelts Darkest Journey,Candice Millard,"History, Nonfiction, Biography, Adventure, Travel, Presidents, American History","4,17"
Killing Lincoln: The Shocking Assassination that Changed America Forever,Bill OReilly,"History, Nonfiction, Biography, Historical, American History, Civil War, Politics","4,04"
Three Comrades,Erich Maria Remarque,"Classics, Fiction, German Literature, Historical Fiction, War, Germany, Romance","4,48"
The Gifts of Imperfection,Brené Brown,"Nonfiction, Self Help, Psychology, Personal Development, Audiobook, Mental Health, Spirituality","4,25"
From Time to Time,Daniel Mangena,"Inspirational, Nonfiction, Business, Personal Development, Education, Self Help, Psychology","4,46"
Bel-Ami,Guy de Maupassant,"Classics, Fiction, France, French Literature, 19th Century, Literature, Romance","3,85"
Awaken Your Alpha: Tales and Tactics to Thrive,Adam Lewis Walker,Psychology,"4,58"
Its the Stars Will Be Our Lamps,Alan Walsh,"Ireland, Mystery, Irish Literature","3,91"
The Power of Positive Thinking,Norman Vincent Peale,"Self Help, Nonfiction, Psychology, Personal Development, Business, Philosophy, Spirituality","4,17"
The Legend of Dell Briggers,Joe Hilley,Fiction,"4,41"
How Green Was My Valley,Richard Llewellyn,"Classics, Fiction, Historical Fiction, Historical, Coming Of Age, British Literature, Literature","4,2"
The Bloody Chamber and Other Stories,Angela Carter,"Short Stories, Fantasy, Fiction, Horror, Gothic, Classics, Fairy Tales","3,94"
Out of My Mind,Sharon M. Draper,"Realistic Fiction, Young Adult, Middle Grade, Fiction, Contemporary, Childrens, Disability","4,36"
A Hero of Our Time,Mikhail Lermontov,"Classics, Fiction, Russia, Russian Literature, Literature, 19th Century, Novels","4,11"
Small Great Things,Jodi Picoult,"Fiction, Contemporary, Audiobook, Adult, Adult Fiction, Book Club, Race","4,35"
Genghis Khan and the Making of the Modern World,Jack Weatherford,"History, Nonfiction, Biography, Asia, Historical, World History, Audiobook","4,04"
A Gathering of Twine,Martin Adil-Smith,"Horror, Gothic, Fantasy, Fiction, Conspiracy Theories, Occult, Science Fiction","4,27"
Grim Fairy Tales,Adam Nicke,"Classics, Horror","4,54"
The Female Eunuch,Germaine Greer,"Feminism, Nonfiction, Philosophy, Politics, Womens, Gender, Classics","3,7"
"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",Anne Fadiman,"Nonfiction, Medicine, Anthropology, Medical, Science, Memoir, Biography","4,19"
The Luminaries,Eleanor Catton,"Fiction, Historical Fiction, Mystery, Historical, Literary Fiction, Contemporary, Literature","3,74"
Hairspray and Lighter,J. Jupes,"Novels, Contemporary, Book Club, Fiction, Drama","4,48"
Positive Thoughts Positive Outcomes: Master the Fourteen Principles to Transform Your Life,Shane Senior,"Health, Self Help","4,02"
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Karen Armstrong,"Religion, History, Nonfiction, Philosophy, Spirituality, Islam, Theology","3,88"
Blood and Guts in High School,Kathy Acker,"Fiction, Feminism, Novels, Literature, Classics, 20th Century, Womens","3,46"
The Sunne in Splendour,Sharon Kay Penman,"Historical Fiction, Fiction, Historical, Medieval, British Literature, 15th Century, Plantagenet","4,4"
"I Am Nujood, Age 10 and Divorced",Nujood Ali,"Nonfiction, Memoir, Biography, Feminism, Biography Memoir, Autobiography, Religion","3,81"
Buddenbrooks: The Decline of a Family,Thomas Mann,"Classics, Fiction, German Literature, Germany, Literature, Historical Fiction, Novels","4,18"
"Annabel Horton, Lost Witch of Salem",Olivia Hardy Ray,"Witches, Historical Fiction, Paranormal, Fantasy, Historical, Fiction","4,21"
Pleasant Day,Vera Jane Cook,"Fiction, Contemporary, Mystery Thriller, Novels","4,31"
The Information,Martin Amis,"Fiction, Novels, Literature, Contemporary, Literary Fiction, British Literature, Thriller","3,59"
Fables of the Reconstruction,Jez Jones,"Zombies, Short Stories, Paranormal, Erotica, Horror, Steampunk","4,13"
"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,"Nonfiction, Memoir, Food, Cooking, Biography, Chick Lit, Biography Memoir","3,71"
Delta of Venus,Anaïs Nin,"Fiction, Erotica, Short Stories, Classics, Romance, Sexuality, France","3,62"
Flash Boys: A Wall Street Revolt,Michael   Lewis,"Nonfiction, Business, Finance, Economics, History, Audiobook, Technology","4,14"
Fever 1793,Laurie Halse Anderson,"Historical Fiction, Young Adult, Fiction, Historical, Middle Grade, Childrens, School","3,93"
Master of the Game,Sidney Sheldon,"Fiction, Thriller, Mystery, Suspense, Mystery Thriller, Romance, Drama","4,14"
Fall on Your Knees,Ann-Marie MacDonald,"Fiction, Historical Fiction, Canada, Historical, Literary Fiction, Novels, Canadian Literature","3,97"
Spilled Milk,K.L. Randis,"Nonfiction, Memoir, True Crime, Biography, Abuse, Audiobook, Crime","4,41"
Uncovering Love,J.J. Sorel,"Contemporary, Romance, Contemporary Romance, Fiction","4,28"
Phèdre,Jean Racine,"Plays, Classics, France, Theatre, Drama, Fiction, French Literature","3,7"
Balzac and the Little Chinese Seamstress,Dai Sijie,"Fiction, Historical Fiction, China, Asia, Historical, Books About Books, Asian Literature","3,64"
Inherit the Wind: The Powerful Courtroom Drama in which Two Men Wage the Legal War of the Century,Jerome Lawrence,"Plays, Classics, Fiction, Drama, Historical Fiction, School, Theatre","3,93"
Sold,Patricia McCormick,"Young Adult, Fiction, Realistic Fiction, Poetry, Historical Fiction, Teen, Contemporary","4,23"
Mornings in Jenin,Susan Abulhawa,"Historical Fiction, Fiction, Historical, Novels, War, Politics, Israel","4,43"
When Nietzsche Wept,Irvin D. Yalom,"Psychology, Fiction, Philosophy, Historical Fiction, Novels, Literature, American","4,36"
Leading Hybrid and Remote Teams: A Manual on Benchmarking to Best Practices for Competitive Advantage,Gleb Tsipursky,"Business, Nonfiction","4,45"
Bottled Lightning,L.M. Weeks,"Fiction, Contemporary, Thriller, Drama, Epic, Mystery, Amazon","4,14"
"Diet for a New America: How Your Food Choices Affect Your Health, Happiness and the Future of Life on Earth",John   Robbins,"Nonfiction, Food, Health, Vegan, Nutrition, Vegetarian, Environment","4,18"
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,"Nonfiction, Biography, Military Fiction, History, War, Memoir, Autobiography","4,02"
Les Liaisons dangereuses,Pierre Choderlos de Laclos,"Classics, Fiction, France, French Literature, Romance, Historical Fiction, 18th Century","4,06"
Have a Little Faith: a True Story,Mitch Albom,"Nonfiction, Inspirational, Religion, Memoir, Spirituality, Faith, Biography","4,18"
At Home: A Short History of Private Life,Bill Bryson,"Nonfiction, History, Audiobook, Humor, Historical, Science, Architecture","3,98"
